,Date,Text
43,2020-02-27 08:10:07+00:00,#Moscow is using #facialrecognition technology to ensure people ordered to remain at home or at their hotels under #coronavirus #quarantine do so | Reuters
44,2020-02-27 07:53:20+00:00,It could be us but #coronavirus is in da place #venise #Venezia #Coronaviriusitalia – at Pont de Paris
45,2020-02-27 07:46:21+00:00,"Has #coronavirus been given too much publicity causing unnecessary panic? Annual influenza epidemics worldwide result to 3-5million severe illness cases, and 290-650000 respiratory deaths. In 2 months, 82000+ affected with #COVID19, 2800 deaths. Recovery rate almost 40% See 🎥⬇️"
46,2020-02-27 07:40:36+00:00,"After six weeks of prep my #keynote speech for @Telekom_group was postponed because of #coronavirus. Alone in Cologne, I spent my fee buying shares of Zoom $ZM"
47,2020-02-27 06:34:23+00:00,"Only because black or Asian people are coughing on the S-Bahn doesn’t mean they have the C-Virus. Come on Germans, you can do better than this! #alltagsrassismus #raciscm #coronavirus"
48,2020-02-27 06:11:55+00:00,"Kitchen Art and Coronavirus Emergency Reserve! @Berlin, Germany https://www.instagram.com/p/B9D092qolgK/?igshid=f4yy3qi0qcpb"
49,2020-02-27 01:20:14+00:00,the coronavirus... 
50,2020-02-26 20:22:54+00:00,So apparently the Germans have a hotline to call if there is a chance that you may have been exposed to the Coronavirus and they come and check you at home... and as an American I’m totally wowed by this completely common sense initiative
51,2020-02-26 16:47:43+00:00,Coronavirus and Movie Theaters: Here’s What To Expect https://www.indiewire.com/2020/02/coronavirus-movie-theaters-heres-what-to-expect-1202213186/ via @indiewire
52,2020-02-26 16:32:33+00:00,Hey @realDonaldTrump are you visiting and embracing all people in the US who contract Corona Virus? #CoronavirusOutbreak #COVIDー19
53,2020-02-26 14:31:52+00:00,Germans getting ready for another round! #CoronavirusOutbreak #coronavirus 
54,2020-02-26 13:35:04+00:00,"First gig postponed because of Corona virus, first of many i‘m guessing...."
55,2020-02-26 12:09:21+00:00,Good News from China 🇨🇳 : Only 5 newly confirmed COVID19 infection cases in China mainland outside of Hubei province on Tuesday 25th. #coronavirus 
56,2020-02-26 11:44:03+00:00,"Meditation each evening at 6pm (Paris time). Imagine the earth and all living beings glowing with White Light. May this Light help to stop the coronavirus, help people to stay centered, feeling love and compassion. #meditation #love #coronavirus #compassion #whitelight #earth"
57,2020-02-26 10:29:02+00:00,"Restaurants and businesses are opening again in #China. If Europe and USA manage to contain the few #coronavirus that are currently creating hysteria, then I think we should see an end of the crisis soon. Markets might be a good buying opportunity right now!"
58,2020-02-26 07:44:22+00:00,"Corona virus, Berlin Edition: Man returns from Italy, wants to test himself for virus. - 68 unanswered calls to virus hotline - Referral to family Dr - Dr refuses due to contagion fears, referral to the Charité - Charité says OK — but will cost you 300€ "
59,2020-02-26 06:32:05+00:00,Here we go. Coronavirus is in Switzerland already 
60,2020-02-26 06:29:18+00:00,"„Laut Aachener Zeitung sagte Landrat Stephan Pusch, dass der erkrankte Mann Kontakt zu einem Bekannten gehabt haben soll, der sich geschäftlich in letzter Zeit in China aufgehalten hatte.“ Die Leute raffen es aber auch nicht. #coronavirus #NRW"
61,2020-02-26 06:22:09+00:00,Im Jahr 2017 gab es in #Deutschland 28.031 Krankenhausplätze zur intensivmedizinischen Versorgung. Für einen #coronavirus-Ausbruch wird das nicht reichen. #COVIDー19 erfordert für jede 20. Infektionen so einen Platz. Und schon jetzt sind nicht alle Betten leer.
62,2020-02-26 05:39:59+00:00,"Was geschah am Montag, dem 24. Februar? Die Märkte sind besorgt, dass das #Coronavirus eine „Renaissance"" erlebt, denn am Wochenende wurde berichtet, dass sich das Virus immer weiter ausbreitet. Unser Marketflash @MerckFinck https://www.merckfinck.de/Maerkte-Meinung/Market-Flashes/market-flash-corona-virus #merckfinck #aktien"
63,2020-02-26 05:36:12+00:00,Coronavirus in Europa: Infizierte in immer mehr Ländern 
64,2020-02-26 05:14:03+00:00,"Stigmabase — Coronavirus: Kurz kündigt Reisewarnung an: Bei der Zusammenkunft in Rom am Dienstag wollen sich die Gesundheitsminister von Österreich, der Schweiz, Slowenien, Frankreichs und ... View article... http://dlvr.it/RQlyvM"
65,2020-02-26 05:13:54+00:00,https://p.dw.com/p/3YN6s?maca=de-Twitter-sharing Coronavirus: Wie kann ich mich auf eine Pandemie vorbereiten?
66,2020-02-26 05:07:12+00:00,"#vasteloavend is voorbij en dus al het #bier, #vettehap en het #coronavirus maar eens goed eruit zweten in de sportschool. #Landgraaf @anytime en daarna weer #poepeloestig aan het werk alsof er niets gebeurd is. Vuur de letste kier, #limburg #alaaf #pisvolgendjoar"
67,2020-02-26 03:44:59+00:00,Wegen Coronavirus: Deutsche Bank schränkt Dienstreisen ein 
68,2020-02-26 02:39:41+00:00,Real que estoy a las 3.39 de la mañana en una llamada d discord con todo guiris 🙋‍♀️ #helloinsomnio #practicandoelinglejab #coronavirus
69,2020-02-26 02:22:06+00:00,#Olympia dürfte damit wegen des #coronavirus ausfallen. Denn in 3 Monaten ist der #COVID19-Spuk sicher noch nicht vorbei.
70,2020-02-26 02:17:55+00:00,"Die Eltern von Kindern in #München sollten sich schon mal darauf einstellen, dass Schulen und Kitas ab Montag wg. #Coronavirus geschlossen bleiben. München und Nord-#Italien sind durch regen Reiseverkehr optimal verbunden. Wenn dort #COVID19 dann auch in #MUC"
71,2020-02-26 01:34:21+00:00,"🇧🇷 | Detectaron en #Brasil el primer caso de coronavirus de Latinoamérica. Se trata de un hombre de 61 años de San Pablo que estuvo en Lombardía, Italia, hasta el 21 de febrero. La primera prueba dio positivo y se esperan los resultados de nuevos estudios Fuente: Infobae "
